ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000001736059;59VZRV88V06              ;59VZRV88V06              ;0022255277792;Lure Bantam Undulator 88F FB  ;88mm 17g 007 Gill Jr                    ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V06.jpg                          ;001;N;
000000001736058;59VZRV88V05              ;59VZRV88V05              ;0022255277785;Lure Bantam Undulator 88F FB  ;88mm 17g 006 St Pink                    ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V05.jpg                          ;001;N;
000000001736057;59VZRV88V04              ;59VZRV88V04              ;0022255277778;Lure Bantam Undulator 88F FB  ;88mm 17g 005 St Ayu                     ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V04.jpg                          ;001;N;
000000001736056;59VZRV88V03              ;59VZRV88V03              ;0022255277761;Lure Bantam Undulator 88F FB  ;88mm 17g 004 Chartgil                   ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V03.jpg                          ;001;N;
000000001736055;59VZRV88V02              ;59VZRV88V02              ;0022255277754;Lure Bantam Undulator 88F FB  ;88mm 17g 003 Lemongld                   ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V02.jpg                          ;001;N;
000000001736054;59VZRV88V01              ;59VZRV88V01              ;0022255277747;Lure Bantam Undulator 88F FB  ;88mm 17g 002 N Hasu                     ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V01.jpg                          ;001;N;
000000001736053;59VZRV88V00              ;59VZRV88V00              ;0022255277730;Lure Bantam Undulator 88F FB  ;88mm 17g 001 S Smelt                    ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V00.jpg                          ;001;N;
000000001708297;59VZRV45S0B              ;59VZRV45S0B              ;0022255267243;Lure Bantam BT Spin           ;45mm 14g 012 Kyorin SV                  ;2;7.42;13.49;13.49;001;N;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V12.jpg                   ;001;Y;
000000001708292;59VZRV45S06              ;59VZRV45S06              ;0022255267199;Lure Bantam BT Spin           ;45mm 14g 007 Red Gold                   ;2;7.12;12.95;12.95;001;N;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V7.jpg                    ;001;N;
000000001708291;59VZRV45S05              ;59VZRV45S05              ;0022255267182;Lure Bantam BT Spin           ;45mm 14g 006 Blue Chart                 ;2;7.42;13.49;13.49;001;N;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V6.jpg                    ;001;Y;
000000001708290;59VZRV45S04              ;59VZRV45S04              ;0022255267175;Lure Bantam BT Spin           ;45mm 14g 005 Red Claw                   ;2;7.42;13.49;13.49;001;N;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V5.jpg                    ;001;Y;
000000001708289;59VZRV45S03              ;59VZRV45S03              ;0022255267168;Lure Bantam BT Spin           ;45mm 14g 004 Baby Gill                  ;2;7.42;13.49;13.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V4.jpg                    ;001;Y;
000000001708288;59VZRV45S02              ;59VZRV45S02              ;0022255267151;Lure Bantam BT Spin           ;45mm 14g 003 Chart WH                   ;2;7.42;13.49;13.49;001;N;Crankbait Spinning            ;Shimano        ;20211007_59VZRW45S02_Bantam-BT-Spin_003.jpg       ;001;Y;
000000001708287;59VZRV45S01              ;59VZRV45S01              ;0022255267144;Lure Bantam BT Spin           ;45mm 14g 002 Flash WS                   ;2;7.42;13.49;13.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BANTAM_BT_SPIN_V2.jpg                    ;001;Y;
000000001708286;59VZRV45S00              ;59VZRV45S00              ;0022255267137;Lure Bantam BT Spin           ;45mm 14g 001 Black Gold                 ;2;7.42;13.49;13.49;001;Y;Crankbait Spinning            ;Shimano        ;20211007_59VZRW45S00_Bantam-BT-Spin_001.jpg       ;001;Y;
000000001753659;59VZRT66W09              ;59VZRT66W09              ;0022255283113;Lure Bantam Ligen 66F FB      ;66mm 5.5g 010 Moebi                     ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W09_010_01.jpg                   ;001;Y;
000000001753658;59VZRT66W08              ;59VZRT66W08              ;0022255283106;Lure Bantam Ligen 66F FB      ;66mm 5.5g 009 Clear Chart               ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W08_009_01.jpg                   ;001;Y;
000000001753657;59VZRT66W07              ;59VZRT66W07              ;0022255283090;Lure Bantam Ligen 66F FB      ;66mm 5.5g 008 St Chi Ayu                ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W07_008_01.jpg                   ;001;Y;
000000001753656;59VZRT66W06              ;59VZRT66W06              ;0022255283083;Lure Bantam Ligen 66F FB      ;66mm 5.5g 007 St Purple                 ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W06_007_01.jpg                   ;001;Y;
000000001753655;59VZRT66W05              ;59VZRT66W05              ;0022255283076;Lure Bantam Ligen 66F FB      ;66mm 5.5g 006 St Chart                  ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W05_006_01.jpg                   ;001;Y;
000000001753654;59VZRT66W04              ;59VZRT66W04              ;0022255283069;Lure Bantam Ligen 66F FB      ;66mm 5.5g 005 St White B                ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W04_005_01.jpg                   ;001;Y;
000000001753653;59VZRT66W03              ;59VZRT66W03              ;0022255283052;Lure Bantam Ligen 66F FB      ;66mm 5.5g 004 S Lemon Gold              ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W03_004_01.jpg                   ;001;Y;
000000001753652;59VZRT66W02              ;59VZRT66W02              ;0022255283045;Lure Bantam Ligen 66F FB      ;66mm 5.5g 003 S Oikawa                  ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W02_003_01.jpg                   ;001;Y;
000000001753651;59VZRT66W01              ;59VZRT66W01              ;0022255283038;Lure Bantam Ligen 66F FB      ;66mm 5.5g 002 S Pink Shade              ;2;9.87;17.95;17.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W01_002_01.jpg                   ;001;Y;
000000001753650;59VZRT66W00              ;59VZRT66W00              ;0022255283021;Lure Bantam Ligen 66F FB      ;66mm 5.5g 001 S Chart                   ;2;9.87;17.95;17.95;002;N;Crankbait Spinning            ;Shimano        ;20230914_59VZRT66W00_001_01.jpg                   ;001;Y;
000000001708285;59VZRP69U09              ;59VZRP69U09              ;0022255267120;Lure BT World Pop Flash Boost ;69mm 11g 010 Hot Tiger                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V10.jpg         ;001;Y;
000000001708284;59VZRP69U08              ;59VZRP69U08              ;0022255267113;Lure BT World Pop Flash Boost ;69mm 11g 009 Kyorin TG                  ;2;11.82;21.49;21.49;001;N;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V9.jpg          ;001;Y;
000000001708283;59VZRP69U07              ;59VZRP69U07              ;0022255267106;Lure BT World Pop Flash Boost ;69mm 11g 008 Kyorin BL                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V8.jpg          ;001;Y;
000000001708282;59VZRP69U06              ;59VZRP69U06              ;0022255267090;Lure BT World Pop Flash Boost ;69mm 11g 007 Pink Candy                 ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V7.jpg          ;001;Y;
000000001708281;59VZRP69U05              ;59VZRP69U05              ;0022255267083;Lure BT World Pop Flash Boost ;69mm 11g 006 Ghost Ayu                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V6.jpg          ;001;Y;
000000001708280;59VZRP69U04              ;59VZRP69U04              ;0022255267076;Lure BT World Pop Flash Boost ;69mm 11g 005 Kyorin GL                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V5.jpg          ;001;Y;
000000001708279;59VZRP69U03              ;59VZRP69U03              ;0022255267069;Lure BT World Pop Flash Boost ;69mm 11g 004 Kyorin WS                  ;2;11.82;21.49;21.49;001;N;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V4.jpg          ;001;Y;
000000001708278;59VZRP69U02              ;59VZRP69U02              ;0022255267052;Lure BT World Pop Flash Boost ;69mm 11g 003 Kyorin CW                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20210910_BT_WORLD_POP_FLASH_BOOST_V3.jpg          ;001;Y;
000000001708277;59VZRP69U01              ;59VZRP69U01              ;0022255267045;Lure BT World Pop Flash Boost ;69mm 11g 002 Kyorin CT                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20211007_59VZRP69U01_Bantam-WorldPop_002.jpg      ;001;Y;
000000001708276;59VZRP69U00              ;59VZRP69U00              ;0022255267038;Lure BT World Pop Flash Boost ;69mm 11g 001 Kyorin KK                  ;2;11.82;21.49;21.49;001;Y;Crankbait Spinning            ;Shimano        ;20211007_59VZRP69U00_Bantam-WorldPop_001.jpg      ;001;Y;
000000001736052;59VZR819V04              ;59VZR819V04              ;0022255277723;Lure Bantam ARMAJOINT 190SF FB;190mm 53g 005 Chart White               ;2;24.17;43.95;43.95;001;Y;Crankbait Spinning            ;Shimano        ;20221128_59VZR819V04.jpg                          ;001;Y;
000000001736051;59VZR819V03              ;59VZR819V03              ;0022255277716;Lure Bantam ARMAJOINT 190SF FB;190mm 53g 004 Bw Shad                   ;2;24.17;43.95;43.95;001;Y;Crankbait Spinning            ;Shimano        ;20221128_59VZR819V03.jpg                          ;001;Y;
000000001736050;59VZR819V02              ;59VZR819V02              ;0022255277709;Lure Bantam ARMAJOINT 190SF FB;190mm 53g 003 St Purple                 ;2;24.17;43.95;43.95;001;N;Crankbait Spinning            ;Shimano        ;20221128_59VZR819V02.jpg                          ;001;Y;
000000001736049;59VZR819V01              ;59VZR819V01              ;0022255277693;Lure Bantam ARMAJOINT 190SF FB;190mm 53g 002 S Gizzard                 ;2;24.17;43.95;43.95;001;N;Crankbait Spinning            ;Shimano        ;20221128_59VZR819V01.jpg                          ;001;Y;
000000001736048;59VZR819V00              ;59VZR819V00              ;0022255277686;Lure Bantam ARMAJOINT 190SF FB;190mm 53g 001 N Hasu                    ;2;24.17;43.95;43.95;001;N;Crankbait Spinning            ;Shimano        ;20221128_59VZR819V00.jpg                          ;001;Y;
000000001721682;59VZR699V05              ;59VZR699V05              ;0022255272803;Lure BT Bait 99F              ;99mm 6g 006 Small Bass                  ;2;10.42;18.95;18.95;001;N;Crankbait Spinning            ;Shimano        ;20211209_59VZR699V05.jpg                          ;001;N;
000000001721674;59VZR577V07              ;59VZR577V07              ;0022255272728;Lure BT Bait 77F              ;77mm 5g 008 Sight Pink                  ;2;10.42;18.95;18.95;001;N;Crankbait Spinning            ;Shimano        ;20211209_59VZR577V07.jpg                          ;001;N;
000000001753649;59VZQK95W09              ;59VZQK95W09              ;0022255282918;Lure Bantam Zumverno 95SP FB  ;95mm 10g 010 Clear Chart                ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W09_010_01.jpg                   ;001;Y;
000000001753648;59VZQK95W08              ;59VZQK95W08              ;0022255282901;Lure Bantam Zumverno 95SP FB  ;95mm 10g 009 Clear Red                  ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W08_009_01.jpg                   ;001;Y;
000000001753647;59VZQK95W07              ;59VZQK95W07              ;0022255282895;Lure Bantam Zumverno 95SP FB  ;95mm 10g 008 St Chi Ayu                 ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W07_008_01.jpg                   ;001;Y;
000000001753646;59VZQK95W06              ;59VZQK95W06              ;0022255282888;Lure Bantam Zumverno 95SP FB  ;95mm 10g 007 St Smelt                   ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W06_007_01.jpg                   ;001;Y;
000000001753645;59VZQK95W05              ;59VZQK95W05              ;0022255282871;Lure Bantam Zumverno 95SP FB  ;95mm 10g 006 St Purple                  ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W05_006_01.jpg                   ;001;Y;
000000001753644;59VZQK95W04              ;59VZQK95W04              ;0022255282864;Lure Bantam Zumverno 95SP FB  ;95mm 10g 005 St Clown                   ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W04_005_01.jpg                   ;001;Y;
000000001753643;59VZQK95W03              ;59VZQK95W03              ;0022255282857;Lure Bantam Zumverno 95SP FB  ;95mm 10g 004 S Lemon Gold               ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W03_004_01.jpg                   ;001;Y;
000000001753642;59VZQK95W02              ;59VZQK95W02              ;0022255282840;Lure Bantam Zumverno 95SP FB  ;95mm 10g 003 S Hasu                     ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W02_003_01.jpg                   ;001;Y;
000000001753641;59VZQK95W01              ;59VZQK95W01              ;0022255282833;Lure Bantam Zumverno 95SP FB  ;95mm 10g 002 S Oikawa                   ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W01_002_01.jpg                   ;001;Y;
000000001753640;59VZQK95W00              ;59VZQK95W00              ;0022255282826;Lure Bantam Zumverno 95SP FB  ;95mm 10g 001 S Smelt                    ;2;13.17;23.95;23.95;002;Y;Crankbait Spinning            ;Shimano        ;20230914_59VZQK95W00_001_01.jpg                   ;001;Y;
000000001783740;59VZQK12T0H              ;59VZQK12T0H              ;0022255299435;BT World Minnow Flash Boost   ;115mm 17g 018 Ayu                       ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0H.jpg                        ;001;Y;
000000001783739;59VZQK12T0G              ;59VZQK12T0G              ;0022255299428;BT World Minnow Flash Boost   ;115mm 17g  017 Fire Tiger               ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0G.jpg                        ;001;Y;
000000001783737;59VZQK12T0F              ;59VZQK12T0F              ;0022255299411;BT World Minnow Flash Boost   ;115mm 17g  016 Hot Tiger                ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0F.jpg                        ;001;Y;
000000001783736;59VZQK12T0E              ;59VZQK12T0E              ;0022255299404;BT World Minnow Flash Boost   ;115mm 17g 015 Perch                     ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0E.jpg                        ;001;Y;
000000001783734;59VZQK12T0D              ;59VZQK12T0D              ;0022255299398;BT World Minnow Flash Boost   ;115mm 17g 014 White                     ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0D.jpg                        ;001;Y;
000000001783733;59VZQK12T0C              ;59VZQK12T0C              ;0022255299381;BT World Minnow Flash Boost   ;115mm 17g 013 Black                     ;2;14.27;25.95;25.95;002;Y;Crankbait Spinning            ;Shimano        ;240912_SKU_59VZQK12T0C.jpg                        ;001;Y;
